DEBUG:root:Time[0.00000 ms]: Job[ 0], ARRIVE, gpt-2
DEBUG:root:Time[0.00000 ms]: Job[ 0], START, G12-G13
DEBUG:root:Time[113.59887 ms]: Job[ 1], ARRIVE, gpt-2
DEBUG:root:Time[113.59887 ms]: Job[ 1], START, G14-G15
DEBUG:root:Time[1198.86258 ms]: Job[ 2], ARRIVE, mobilenet-2
DEBUG:root:Time[1198.86258 ms]: Job[ 2], START, G8-G9
DEBUG:root:Time[1621.95716 ms]: Job[ 3], ARRIVE, gpt-4
DEBUG:root:Time[1621.95716 ms]: Job[ 3], START, G0-G4-G5-G1
DEBUG:root:Time[1674.19546 ms]: Job[ 4], ARRIVE, mobilenet-1
DEBUG:root:Time[1674.19546 ms]: Job[ 4], START, G10
DEBUG:root:Time[1993.44555 ms]: Job[ 5], ARRIVE, gpt-2
DEBUG:root:Time[1993.44555 ms]: Job[ 5], START, G6-G7
DEBUG:root:Time[2815.55264 ms]: Job[ 2], END, 1616.6900584795162
DEBUG:root:Time[3023.57319 ms]: Job[ 6], ARRIVE, gpt-4
DEBUG:root:Time[3284.52499 ms]: Job[ 6], START, G8-G9-G10-G11
DEBUG:root:Time[3316.69546 ms]: Job[ 4], END, 1642.4999999999998
DEBUG:root:Time[5030.80324 ms]: Job[ 7], ARRIVE, gpt-2
DEBUG:root:Time[5030.80324 ms]: Job[ 7], START, G2-G3
DEBUG:root:Time[5612.13447 ms]: Job[ 3], END, 3990.1773099415364
DEBUG:root:Time[6491.47451 ms]: Job[ 1], END, 6377.875633528287
DEBUG:root:Time[6641.57742 ms]: Job[ 8], ARRIVE, gpt-4
DEBUG:root:Time[7565.33642 ms]: Job[ 9], ARRIVE, gpt-4
DEBUG:root:Time[7695.97700 ms]: Job[10], ARRIVE, resnet50-4
DEBUG:root:Time[7760.52941 ms]: Job[ 5], END, 5767.083859649098
DEBUG:root:Time[7787.37359 ms]: Job[ 9], START, G4-G5-G6-G7
DEBUG:root:Time[8019.10262 ms]: Job[11], ARRIVE, resnet50-4
DEBUG:root:Time[8079.66118 ms]: Job[12], ARRIVE, gpt-2
DEBUG:root:Time[8079.66118 ms]: Job[12], START, G0-G1
DEBUG:root:Time[8195.66492 ms]: Job[13], ARRIVE, gpt-4
DEBUG:root:Time[8224.96766 ms]: Job[14], ARRIVE, gpt-4
DEBUG:root:Time[9422.85912 ms]: Job[15], ARRIVE, gpt-4
DEBUG:root:Time[9612.54548 ms]: Job[16], ARRIVE, resnet50-2
DEBUG:root:Time[10600.51668 ms]: Job[17], ARRIVE, resnet50-1
DEBUG:root:Time[10600.51668 ms]: Job[17], START, G14
DEBUG:root:Time[11316.04730 ms]: Job[ 7], END, 6285.244054580878
DEBUG:root:Time[11316.76548 ms]: Job[16], START, G2-G3
DEBUG:root:Time[11722.54292 ms]: Job[ 0], END, 11722.542923976607
DEBUG:root:Time[11730.77597 ms]: Job[18], ARRIVE, vgg16-2
DEBUG:root:Time[12350.51910 ms]: Job[18], START, G12-G13
DEBUG:root:Time[12379.90668 ms]: Job[17], END, 1779.3899999999994
DEBUG:root:Time[13911.44998 ms]: Job[19], ARRIVE, gpt-4
DEBUG:root:Time[14219.98489 ms]: Job[20], ARRIVE, resnet50-2
DEBUG:root:Time[14367.06539 ms]: Job[16], END, 4754.519904383438
DEBUG:root:Time[14748.96761 ms]: Job[21], ARRIVE, mobilenet-1
DEBUG:root:Time[14748.96761 ms]: Job[21], START, G14
DEBUG:root:Time[14797.20968 ms]: Job[22], ARRIVE, vgg16-4
DEBUG:root:Time[14832.91121 ms]: Job[23], ARRIVE, mobilenet-2
DEBUG:root:Time[14832.91121 ms]: Job[23], START, G2-G3
DEBUG:root:Time[15097.16592 ms]: Job[24], ARRIVE, vgg16-4
DEBUG:root:Time[15580.01809 ms]: Job[25], ARRIVE, mobilenet-2
DEBUG:root:Time[16125.41605 ms]: Job[ 9], END, 8560.079626938772
DEBUG:root:Time[16130.27582 ms]: Job[20], START, G6-G7
DEBUG:root:Time[16130.27582 ms]: Job[25], START, G4-G5
DEBUG:root:Time[16218.54770 ms]: Job[23], END, 1385.6364912280205
DEBUG:root:Time[16303.18388 ms]: Job[26], ARRIVE, gpt-4
DEBUG:root:Time[16560.14483 ms]: Job[27], ARRIVE, gpt-2
DEBUG:root:Time[16820.41617 ms]: Job[27], START, G2-G3
DEBUG:root:Time[16851.36761 ms]: Job[21], END, 2102.4000000000015
DEBUG:root:Time[17938.62748 ms]: Job[25], END, 2358.6093894362875
DEBUG:root:Time[17985.22808 ms]: Job[28], ARRIVE, gpt-4
DEBUG:root:Time[18129.37561 ms]: Job[20], END, 3909.390712830096
DEBUG:root:Time[19815.39074 ms]: Job[29], ARRIVE, gpt-2
DEBUG:root:Time[19815.39074 ms]: Job[29], START, G4-G5
DEBUG:root:Time[20041.77524 ms]: Job[18], END, 8310.999268177584
DEBUG:root:Time[21800.63463 ms]: Job[30], ARRIVE, gpt-4
DEBUG:root:Time[21800.63463 ms]: Job[30], START, G12-G13-G14-G15
DEBUG:root:Time[21843.74206 ms]: Job[31], ARRIVE, mobilenet-2
DEBUG:root:Time[21843.74206 ms]: Job[31], START, G6-G7
DEBUG:root:Time[23476.01708 ms]: Job[32], ARRIVE, gpt-4
DEBUG:root:Time[23509.53902 ms]: Job[31], END, 1665.79695906481
DEBUG:root:Time[24327.31416 ms]: Job[30], END, 2526.679532163751
DEBUG:root:Time[24336.25232 ms]: Job[ 8], START, G12-G13-G14-G15
DEBUG:root:Time[24615.24838 ms]: Job[33], ARRIVE, gpt-2
DEBUG:root:Time[24615.24838 ms]: Job[33], START, G6-G7
DEBUG:root:Time[25499.16861 ms]: Job[34], ARRIVE, gpt-2
DEBUG:root:Time[25613.83538 ms]: Job[35], ARRIVE, gpt-4
DEBUG:root:Time[25698.95078 ms]: Job[36], ARRIVE, mobilenet-1
DEBUG:root:Time[25723.86485 ms]: Job[37], ARRIVE, gpt-4
DEBUG:root:Time[25823.18856 ms]: Job[38], ARRIVE, mobilenet-4
DEBUG:root:Time[26045.74200 ms]: Job[29], END, 6230.351267056649
DEBUG:root:Time[26055.92391 ms]: Job[36], START, G4
DEBUG:root:Time[26918.28944 ms]: Job[39], ARRIVE, gpt-2
DEBUG:root:Time[27567.02391 ms]: Job[36], END, 1868.0731302075983
DEBUG:root:Time[27696.33042 ms]: Job[40], ARRIVE, gpt-4
DEBUG:root:Time[27696.33042 ms]: Job[34], START, G4-G5
DEBUG:root:Time[27928.90027 ms]: Job[12], END, 19849.239083820663
DEBUG:root:Time[28260.39629 ms]: Job[27], END, 11700.251457406292
DEBUG:root:Time[28268.73400 ms]: Job[40], START, G0-G1-G2-G3
DEBUG:root:Time[28511.21755 ms]: Job[41], ARRIVE, gpt-4
DEBUG:root:Time[30482.22569 ms]: Job[ 6], END, 27458.652503619604
DEBUG:root:Time[31109.36536 ms]: Job[42], ARRIVE, vgg16-4
DEBUG:root:Time[31109.36536 ms]: Job[38], START, G8-G9-G10-G11
DEBUG:root:Time[31553.41739 ms]: Job[40], END, 3857.0869712155145
DEBUG:root:Time[31557.72612 ms]: Job[39], START, G0-G1
DEBUG:root:Time[31815.27512 ms]: Job[34], END, 6316.106510089863
DEBUG:root:Time[32362.95428 ms]: Job[43], ARRIVE, gpt-2
DEBUG:root:Time[32362.95428 ms]: Job[43], START, G2-G3
DEBUG:root:Time[32639.23738 ms]: Job[44], ARRIVE, vgg16-2
DEBUG:root:Time[32723.83553 ms]: Job[45], ARRIVE, gpt-4
DEBUG:root:Time[32936.83967 ms]: Job[46], ARRIVE, mobilenet-2
DEBUG:root:Time[32936.83967 ms]: Job[46], START, G4-G5
DEBUG:root:Time[33010.72050 ms]: Job[47], ARRIVE, gpt-2
DEBUG:root:Time[33038.79892 ms]: Job[48], ARRIVE, gpt-4
DEBUG:root:Time[33067.74512 ms]: Job[38], END, 7244.5565574672655
DEBUG:root:Time[33069.65000 ms]: Job[47], START, G8-G9
DEBUG:root:Time[33069.65000 ms]: Job[44], START, G10-G11
DEBUG:root:Time[33303.89187 ms]: Job[49], ARRIVE, mobilenet-2
DEBUG:root:Time[33316.00418 ms]: Job[50], ARRIVE, gpt-4
DEBUG:root:Time[33622.60889 ms]: Job[51], ARRIVE, gpt-2
DEBUG:root:Time[34504.69698 ms]: Job[46], END, 1567.8573099417772
DEBUG:root:Time[34507.56813 ms]: Job[49], START, G4-G5
DEBUG:root:Time[34845.28572 ms]: Job[52], ARRIVE, gpt-4
DEBUG:root:Time[35134.84510 ms]: Job[53], ARRIVE, vgg16-1
DEBUG:root:Time[35352.03033 ms]: Job[54], ARRIVE, gpt-4
DEBUG:root:Time[35634.83751 ms]: Job[55], ARRIVE, mobilenet-2
DEBUG:root:Time[35901.30536 ms]: Job[49], END, 2597.413493827735
DEBUG:root:Time[35904.61842 ms]: Job[53], START, G4
DEBUG:root:Time[37057.97842 ms]: Job[53], END, 1923.1333182788148
DEBUG:root:Time[37305.36319 ms]: Job[56], ARRIVE, gpt-4
DEBUG:root:Time[37305.36319 ms]: Job[55], START, G4-G5
DEBUG:root:Time[37407.24185 ms]: Job[57], ARRIVE, vgg16-4
DEBUG:root:Time[37455.64855 ms]: Job[43], END, 5092.694269005893
DEBUG:root:Time[37481.11265 ms]: Job[58], ARRIVE, mobilenet-2
DEBUG:root:Time[37523.01630 ms]: Job[ 8], END, 30881.438877349752
DEBUG:root:Time[37695.32594 ms]: Job[59], ARRIVE, resnet50-2
DEBUG:root:Time[37695.32594 ms]: Job[58], START, G12-G13
DEBUG:root:Time[37695.32594 ms]: Job[48], START, G14-G2-G3-G15
DEBUG:root:Time[38244.68345 ms]: Job[47], END, 5233.962951724934
DEBUG:root:Time[38850.54760 ms]: Job[55], END, 3215.7100881153747
DEBUG:root:Time[39208.31667 ms]: Job[51], START, G4-G5
DEBUG:root:Time[39213.48427 ms]: Job[39], END, 12295.194824614457
DEBUG:root:Time[39467.08719 ms]: Job[58], END, 1985.97454072853
DEBUG:root:Time[39471.19854 ms]: Job[50], START, G0-G12-G13-G1
DEBUG:root:Time[40210.43520 ms]: Job[59], START, G14-G15
DEBUG:root:Time[40212.08111 ms]: Job[48], END, 7173.282188421603
DEBUG:root:Time[41172.30029 ms]: Job[44], END, 8533.062910743258
DEBUG:root:Time[42554.99936 ms]: Job[59], END, 4859.67341605488
DEBUG:root:Time[42561.82103 ms]: Job[13], START, G8-G9-G10-G11
DEBUG:root:Time[44040.64325 ms]: Job[33], END, 19425.394873294324
DEBUG:root:Time[45938.38988 ms]: Job[50], END, 12622.385700750106
DEBUG:root:Time[45946.72127 ms]: Job[14], START, G12-G13-G14-G15
DEBUG:root:Time[45946.72127 ms]: Job[15], START, G0-G1-G2-G3
DEBUG:root:Time[54188.44875 ms]: Job[15], END, 44765.58962837887
DEBUG:root:Time[58073.83491 ms]: Job[19], START, G0-G1-G2-G3
DEBUG:root:Time[58084.28386 ms]: Job[51], END, 24461.67496445374
DEBUG:root:Time[59133.48524 ms]: Job[14], END, 50908.51758513748
DEBUG:root:Time[59157.03421 ms]: Job[26], START, G4-G5-G6-G7
DEBUG:root:Time[63990.31249 ms]: Job[13], END, 55794.647570523644
DEBUG:root:Time[64007.87967 ms]: Job[28], START, G12-G13-G14-G15
DEBUG:root:Time[68788.08064 ms]: Job[19], END, 54876.630664300916
DEBUG:root:Time[68811.62961 ms]: Job[32], START, G8-G9-G10-G11
DEBUG:root:Time[74698.57885 ms]: Job[35], START, G0-G1-G2-G3
DEBUG:root:Time[74722.12540 ms]: Job[28], END, 56736.89731544333
DEBUG:root:Time[81974.84704 ms]: Job[37], START, G12-G13-G14-G15
DEBUG:root:Time[81998.39359 ms]: Job[32], END, 58522.37650143326
DEBUG:root:Time[86354.73491 ms]: Job[26], END, 70051.55103404081
DEBUG:root:Time[86354.73733 ms]: Job[41], START, G8-G9-G10-G11
DEBUG:root:Time[94596.46481 ms]: Job[41], END, 66085.2472611017
DEBUG:root:Time[94596.46481 ms]: Job[45], START, G4-G5-G6-G7
DEBUG:root:Time[101896.27955 ms]: Job[35], END, 76282.44417366256
DEBUG:root:Time[101919.82852 ms]: Job[52], START, G8-G9-G10-G11
DEBUG:root:Time[103403.33850 ms]: Job[37], END, 77679.47364838615
DEBUG:root:Time[103426.88747 ms]: Job[54], START, G0-G1-G2-G3
DEBUG:root:Time[116001.40973 ms]: Job[56], START, G12-G13-G14-G15
DEBUG:root:Time[116024.95628 ms]: Job[45], END, 83301.12074558133
DEBUG:root:Time[124855.37893 ms]: Job[54], END, 89503.34859257773
DEBUG:root:Time[124855.37893 ms]: Job[10], START, G4-G5-G6-G7
DEBUG:root:Time[127874.26988 ms]: Job[10], END, 120178.29287971498
DEBUG:root:Time[127893.04579 ms]: Job[11], START, G0-G1-G2-G3
DEBUG:root:Time[129071.24769 ms]: Job[22], START, G4-G5-G6-G7
