0,572.00
1,572.00
2,572.00
3,572.00
4,572.00
5,572.00
6,713.28
7,572.00
8,572.00
9,572.00
10,572.00
11,791.77
12,572.00
13,572.00
14,572.00
15,791.77
16,572.00
17,572.00
18,572.00
19,587.70
20,572.00
21,572.00
22,572.00
23,572.00
24,807.47
25,572.00
26,572.00
27,572.00
28,634.79
29,572.00
30,572.00
31,572.00
32,572.00
33,807.47
34,572.00
35,572.00
36,572.00
37,744.68
38,572.00
39,572.00
40,572.00
41,572.00
42,634.79
43,572.00
44,572.00
45,572.00
46,791.77
47,572.00
48,572.00
49,572.00
50,572.00
51,572.00
52,572.00
53,572.00
54,572.00
55,728.98
56,572.00
57,572.00
58,572.00
59,572.00
60,587.70
61,572.00
62,572.00
63,572.00
64,697.58
65,572.00
