0,377.57
1,305.43
2,197.21
3,245.31
4,377.57
5,377.57
6,377.57
7,377.57
8,377.57
9,377.57
10,353.52
11,335.49
12,377.57
13,377.57
14,377.57
15,377.57
16,305.43
17,293.40
18,293.40
19,377.57
20,377.57
21,377.57
22,377.57
23,377.57
24,377.57
25,359.54
26,329.48
27,377.57
28,377.57
29,377.57
30,377.57
31,293.40
32,305.43
33,281.38
34,377.57
35,377.57
36,377.57
37,377.57
38,377.57
39,377.57
40,365.55
41,263.34
42,377.57
43,377.57
44,377.57
45,287.39
46,347.51
47,377.57
48,335.49
49,347.51
50,377.57
51,377.57
52,377.57
53,377.57
54,377.57
55,377.57
56,287.39
57,377.57
58,377.57
59,299.42
60,305.43
61,377.57
62,377.57
63,341.50
64,341.50
65,377.57
66,377.57
67,377.57
68,377.57
69,377.57
70,377.57
71,239.30
72,353.52
73,377.57
74,329.48
75,287.39
76,371.56
77,377.57
78,353.52
79,263.34
80,377.57
81,377.57
82,377.57
83,377.57
84,377.57
85,377.57
