0,34.40
1,34.40
2,34.40
3,34.40
4,34.40
5,34.40
6,34.40
7,34.40
8,34.40
9,34.40
10,37.60
11,37.60
12,37.60
13,37.60
14,37.60
15,37.60
16,37.60
17,37.60
18,37.60
19,37.60
20,34.40
21,34.40
22,34.40
23,34.40
24,34.40
25,34.40
26,34.40
27,34.40
28,34.40
29,34.40
30,34.40
31,34.40
32,34.40
33,34.40
34,34.40
35,34.40
36,34.40
37,34.40
38,34.40
39,34.40
40,34.40
41,34.40
42,34.40
43,34.40
44,34.40
45,34.40
46,34.40
47,34.40
48,34.40
49,34.40
50,34.40
51,34.40
52,34.40
53,34.40
54,34.40
55,34.40
56,34.40
57,34.40
58,34.40
59,34.40
60,34.40
61,34.40
62,34.40
63,34.40
64,34.40
65,34.40
66,34.40
67,34.40
68,34.40
69,34.40
70,34.40
71,34.40
72,34.40
73,34.40
74,34.40
75,34.40
76,34.40
77,34.40
78,34.40
79,34.40
80,34.40
